tag1,tag2,site,T,Y,X,spec,class,treat,date,status,c1,c2,ch,stemd1,canopy,infls,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,herbivory,notes,Stat1,Stat2,SpringNotes1,SpringNotes2,ID
355,,L,3,45.5,4.7,ATP,1,remove,41934,1,6,5,7,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,355
356,,L,3,49.8,1,ATV,1,remove,41934,1,5,2,8,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,356
357,,L,3,53.1,2,ATP,1,remove,41934,1,3,2,3,1.7,,,,,,,,,,,,,,,1,ERROR,white spots on leaves,ERROR,357
10,,L,3,53.2,1,ATP,1,remove,41934,1,2,3,5,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,1078
358,,L,3,57.1,-2.6,ATP,1,control,41934,1,4,3,8,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,358
359,,L,3,58.6,-3.5,ATP,1,remove,41934,1,4,5,6,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,359
360,,L,3,58.9,-2.8,ATP,1,remove,41934,1,7,5,4,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,360
6,,L,3,60.7,-0.8,ATP,1,control,41934,1,1,3,4,2.2,,,,,,,,,,,,,1,tips of leaves browsed ,1,ERROR,,ERROR,1077
362,,L,3,67.8,1,ATP,1,control,41934,1,3,1,4,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,362
363,,L,3,70.3,2,ATP,1,remove,41934,1,6,5,7,2.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,363
365,,L,3,72.7,-2.5,ATP,1,remove,41934,0,,,,,,,,,,,,,,,,,,no leaves,1,ERROR,,ERROR,365
366,,L,3,74.8,-3,ATP,1,remove,41934,1,9,4,11,3.7,,,,,,,,,,,,,1,tip of leaves browsed,1,ERROR,,ERROR,366
384,,L,2,6.2,-0.5,ATV,2,remove,41933,1,53,41,40,,10,7,5,6,15,5,9,5,7,,,,,,1,ERROR,,ERROR,384
385,,L,2,10.8,-0.8,ATV,3,remove,41933,1,79,69,57,,28,58,10,8,6,9,7,5,4,13,8,1,,black rust,1,ERROR,,ERROR,385
386,,L,2,17.6,0.9,ATP,2,control,41933,1,14,8,20,,1,0,,,,,,,,,,,,,1,ERROR,,ERROR,386
387,,L,2,23.1,-1.8,ATP,3,control,41933,1,116,107,68,,56,62,4,2,5,2,1,5,4,4,2,1,,many dead branches,1,ERROR,canopy thinning out,ERROR,387
388,,L,2,29.3,0,ATV,2,remove,41933,1,33,30,38,,6,0,,,,,,,,,,,,"aborted infls, black rust on leaves",1,ERROR,,ERROR,388
389,,L,2,35.7,-0.4,ATV,3,control,41933,1,74,65,68,,26,86,2,3,1,1,2,2,2,1,1,1,,some black stem cankers ,1,ERROR,,ERROR,389
390,,L,2,42.6,-0.1,ATP,2,control,41933,1,28,7,34,,1,0,,,,,,,,,,,,canopy in two parts,1,ERROR,,ERROR,390
391,,L,2,47.2,0,ATP,3,remove,41933,1,55,63,60,,23,66,6,4,10,8,5,8,8,9,6,9,,one dead branch ,1,ERROR,,ERROR,391
392,,L,2,53.9,1.1,ATV,2,control,41934,1,20,25,32,,3,0,,,,,,,,,,,,few aborted infls ,1,ERROR,,ERROR,392
393,,L,2,57.3,-0.9,ATV,3,remove,41934,1,99,85,51,,57,63,11,10,8,6,15,9,7,16,14,10,,few aborted infls ,1,ERROR,,ERROR,393
394,,L,2,65.7,-0.4,ATP,2,remove,41934,1,13,12,20,,1,0,,,,,,,,,,,,change x,1,ERROR,resprouting,ERROR,394
395,,L,2,70.5,0.1,ATP,3,control,41934,1,54,24,37,,7,12,1,2,3,2,1,2,2,1,4,3,,change x,1,ERROR,,ERROR,395
396,,L,2,77.2,-0.1,ATV,2,control,41934,1,34,20,35,,4,0,,,,,,,,,,,,,1,ERROR,right next to separate plant,ERROR,396
397,,L,2,81,-0.2,ATV,3,control,41934,1,57,54,53,,17,47,4,4,3,1,2,2,3,3,1,2,,aborted infls,1,ERROR,,ERROR,397
398,,L,2,90.4,-0.3,ATP,2,remove,41934,1,13,13,13,,1,0,,,,,,,,,,,,,1,ERROR,,ERROR,398
399,,L,2,97,-1,ATP,3,control,41934,1,91,56,40,,26,306,8,3,5,4,3,5,5,5,6,3,,,1,ERROR,,ERROR,399
797,,L,5,1,0,ATP,5,remove,41934,1,6,4,11,5.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,935
570,,L,5,11,0,ATP,5,control,41934,1,3,4,5,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,937
408,,L,5,13,0,ATV,5,control,41934,1,4,3,4,3.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,938
775,,L,5,15,0.5,ATP,4,control,41934,1,1,1,6,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,775
776,,L,5,25,-0.5,ATP,4,control,41934,1,3,2,4,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,776
777,,L,5,25,0.5,ATP,4,remove,41934,1,5,4,6,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,777
662,,L,5,31,0,ATP,5,control,41934,0,,,,,,,,,,,,,,,,,,dry gray ,1,ERROR,,ERROR,941
778,,L,5,35,-0.5,ATP,4,remove,41934,1,5,3,6,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,778
779,,L,5,35,0.5,ATP,4,control,41934,1,5,3,6,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,779
578,,L,5,37,-0.5,ATV,4,remove,41934,1,4,3,6,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,578
579,,L,5,37,0.5,ATV,4,control,41934,1,4,2,6,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,579
679,,L,5,41,0,ATP,5,control,41934,1,2,1,3,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,943
651,,L,5,43,0,ATV,5,control,41934,1,3,2,4,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,944
780,,L,5,45,-0.5,ATP,4,remove,41934,1,4,2,6,2.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,780
781,,L,5,45,0.5,ATP,4,control,41934,1,5,4,5,2.4,,,,,,,,,,,,,,brown fuzzy galls ,1,ERROR,,ERROR,781
580,,L,5,47,-0.5,ATV,4,control,41934,1,3,3,7,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,580
581,,L,5,47,0.5,ATV,4,remove,41934,1,3,4,5,2.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,581
451,,L,5,51,0,ATP,5,remove,41934,0,,,,,,,,,,,,,,,,,,no leaves,1,ERROR,,ERROR,945
782,,L,5,55,-0.5,ATP,4,control,41934,1,6,4,6,2.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,782
783,,L,5,55,0.5,ATP,4,remove,41934,1,6,6,6,2.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,783
582,,L,5,58,-0.5,ATV,4,control,41934,1,3,2,4,1.8,,,,,,,,,,,,,,brown fuzzy galls ,1,ERROR,,ERROR,582
583,,L,5,58,0.5,ATV,4,remove,41934,1,6,5,7,3.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,583
831,,L,5,61,0,ATP,5,remove,41934,1,2,2,8,2,,,,,,,,,,,,,,,1,ERROR,,ERROR,947
759,,L,5,63,0,ATV,5,remove,41934,1,4,2,5,2.5,,,,,,,,,,,,,1,some browsing ,1,ERROR,,ERROR,948
784,,L,5,65,-0.5,ATP,4,remove,41934,1,6,4,7,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,784
785,,L,5,65,0.5,ATP,4,control,41934,1,3,2,6,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,785
584,,L,5,67,-0.5,ATV,4,remove,41934,1,5,5,8,3.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,584
817,,L,5,71,0,ATP,5,control,41934,1,2,2,5,1.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,949
825,,L,5,73,0,ATV,5,remove,41934,1,3,4,5,2.5,,,,,,,,,,,,,,,1,ERROR,,ERROR,950
786,,L,5,75,-0.5,ATP,4,control,41934,1,3,3,8,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,786
787,,L,5,75,0.5,ATP,4,remove,41934,1,6,7,8,4.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,787
586,,L,5,78,-0.5,ATV,4,remove,41934,1,5,6,9,4,,,,,,,,,,,,,,,1,ERROR,,ERROR,586
641,,L,5,81,0,ATP,5,control,41934,1,3,3,5,2.1,,,,,,,,,,,,,,,1,ERROR,,ERROR,951
594,,L,5,83,0,ATV,5,control,41934,1,7,4,6,3,,,,,,,,,,,,,,,1,ERROR,,ERROR,952
788,,L,5,85,-0.5,ATP,4,remove,41934,1,5,5,6,2.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,788
789,,L,5,85,0.5,ATP,4,control,41934,1,5,4,6,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,789
795,,L,5,91,0,ATP,5,remove,41934,1,5,4,5,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,953
571,,L,5,93,0,ATV,5,control,41934,1,4,3,8,2.3,,,,,,,,,,,,,,,1,ERROR,,ERROR,954
791,,L,5,95,0.5,ATP,4,control,41934,1,4,3,5,2.4,,,,,,,,,,,,,,,1,ERROR,,ERROR,791
590,,L,5,97,-0.5,ATV,4,control,41934,1,3,3,5,2.2,,,,,,,,,,,,,,,1,ERROR,,ERROR,590
591,,L,5,97,0.5,ATV,4,remove,41934,1,3,3,4,2.6,,,,,,,,,,,,,,,1,ERROR,,ERROR,591
735,,M,2,0.8,-7.2,ATV,1,remove,41935,3,1,1,3,1.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,1104
400,,M,2,1.6,-3,ATV,1,control,41935,2,,,,,,,,,,,,,,,,,,plant and tag missing ,1,1,one leaf,browsed,400
401,,M,2,3.7,-1.7,ATV,1,control,41935,1,2,1,4,2.7,,,,,,,,,,,,,,,1,1,,frost heave,401
402,,M,2,6.5,-2.6,ATV,1,control,41935,1,1,1,6,2.6,,,,,,,,,,,,,,,1,1,,browsed resprouting,402
403,,M,2,14.1,1,ATV,1,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,,browsed,403
414,,M,2,15.5,6.8,ATV,1,control,41935,1,3,3,7,3.7,,,,,,,,,,,,,,,1,ERROR,,ERROR,1106
862,,M,2,16.1,1.9,ATV,1,control,41935,1,2,2,8,2.8,,,,,,,,,,,,,,,1,ERROR,,ERROR,1105
405,,M,2,17.5,-4,ATV,1,remove,41935,0,,,,,,,,,,,,,,,,,,,3,ERROR,"left tag, no lvs",ERROR,405
695,,M,2,21.7,2.8,ATV,1,remove,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,,ERROR,1107
406,,M,2,27.5,2.5,ATV,1,remove,41935,0,,,,,,,,,,,,,,,,,,,3,1,no leaves,,406
407,,M,2,30,1.5,ATV,1,remove,41935,1,3,3,5,3,,,,,,,,,,,,,,,1,1,,,407
409,,M,2,43.9,-0.3,ATV,1,control,41935,1,2,2,5,1.8,,,,,,,,,,,,,,,1,1,,,409
404,,M,2,45.8,-2.6,ATV,1,remove,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,,ERROR,1108
411,,M,2,47.8,-0.5,ATV,6,remove,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,this is a new seedling coming up where old plant #411 was ,ERROR,1103
415,,M,2,77.5,0.2,ATV,1,control,41935,0,,,,,,,,,,,,,,,,,,,1,1,,browsed,415
361,,M,2,92.1,-6,ATV,1,control,41935,0,,,,,,,,,,,,,,,,,,,1,ERROR,,ERROR,1109
416,,M,3,5.9,-0.4,ATV,2,control,41935,1,18,13,38,,1,2,13,9,,,,,,,,,,,1,1,,,416
417,,M,3,12.4,-0.5,ATV,3,control,41935,1,92,62,57,,21,10,7,5,9,7,7,9,5,6,8,7,,few sterile infls ,1,1,,,417
418,,M,3,18.1,0,ATV,2,remove,41935,1,42,36,56,,14,7,6,6,2,5,2,7,7,,,,1,"5 infls on the ground infls browsed, some of the infls lenghts are short becaused they were browsed",1,1,,,418
419,,M,3,24.7,-0.1,ATV,3,remove,41935,1,116,132,68,,51,69,9,10,11,11,12,11,16,10,11,10,,few black stem cankers,1,1,,,419
420,,M,3,30.1,-0.1,ATV,2,remove,41935,1,32,24,59,,6,2,8,11,,,,,,,,,,,1,1,,,420
421,,M,3,36.5,-0.3,ATV,3,remove,41935,1,114,96,52,,31,24,14,6,10,10,11,2,16,7,11,8,,some black rust canopy in 3 parts,1,1,,,421
423,,M,3,47.9,0.1,ATV,3,control,41935,1,55,65,64,,10,5,5,7,9,12,9,,,,,,,,1,1,,,423
424,,M,3,54.3,-0.7,ATV,2,control,41935,1,5,3,11,,1,0,,,,,,,,,,,,,1,1,browsed,,424
425,,M,3,60.7,-0.4,ATV,3,control,41935,1,89,72,68,,27,1,7,,,,,,,,,,,,1,1,,,425
426,,M,3,65.8,-0.1,ATV,2,control,41935,1,13,13,36,,1,3,6,6,4,,,,,,,,,,1,1,,,426
427,,M,3,71.8,0.3,ATV,3,remove,41935,1,86,70,81,,26,19,8,15,15,9,13,14,11,12,12,8,,black aphids,1,1,,,427
428,,M,3,78.3,0,ATV,2,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,428
429,,M,3,84.1,0.1,ATV,3,control,41935,1,79,51,75,,14,12,3,6,9,7,6,6,5,5,6,6,,,1,1,,,429
611,,M,3,87,-0.2,ATV,2,remove,41935,1,28,19,38,,4,5,2,12,13,7,6,,,,,,,,1,ERROR,,ERROR,1110
431,,M,3,95.9,0.6,ATV,3,remove,41935,1,65,68,69,,17,24,10,7,4,4,6,4,3,8,4,4,1,6 infls on ground black rust,1,1,,,431
729,,M,4,1,0,ATP,5,control,41935,3,,,,,,,,,,,,,,,,,1,browsed ,1,1,resprouting,browsed,855
234,,M,4,3,0,ATV,5,control,41935,0,,,,,,,,,,,,,,,,,,,3,1,,browsed,856
712,,M,4,5,-0.5,ATP,4,control,41935,1,3,1,6,2.1,,,,,,,,,,,,,,,1,1,,,712
512,,M,4,7,-0.5,ATV,4,control,41935,1,4,2,7,2.7,,,,,,,,,,,,,,,1,1,,,512
513,,M,4,7,0.5,ATV,4,remove,41935,1,3,2,6,2.6,,,,,,,,,,,,,,,1,1,,,513
551,,M,4,11,0,ATP,5,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,,,857
353,,M,4,13,0,ATV,5,remove,41935,1,5,2,6,3.8,,,,,,,,,,,,,1,browsed a little ,1,1,,,858
714,,M,4,15,-0.5,ATP,4,control,41935,1,3,2,5,3,,,,,,,,,,,,,,no leaves,1,1,,,714
715,,M,4,15,0.5,ATP,4,remove,41935,1,2,2,2,2.4,,,,,,,,,,,,,1,browsed fuzzy white galls,1,1,resprouting,browsed resprouting back to life,715
514,,M,4,17,-0.5,ATV,4,remove,41935,0,,,,,,,,,,,,,,,,,,,3,1,dried out,browsed,514
515,,M,4,17,0.5,ATV,4,control,41935,1,2,2,4,2,,,,,,,,,,,,,,,1,1,resprouting ,browsed,515
351,,M,4,21,0,ATP,5,control,41935,0,,,,,,,,,,,,,,,,,,,1,1,,browsed,859
76,,M,4,23,0,ATV,5,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,860
716,,M,4,25,-0.5,ATP,4,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,716
516,,M,4,27,-0.5,ATV,4,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,resprouting ,browsed,516
517,,M,4,27,0.5,ATV,4,control,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,517
830,,M,4,31,0,ATP,5,remove,41935,1,5,3,6,2.4,,,,,,,,,,,,,1,browsed,1,1,,,861
243,,M,4,33,0,ATV,5,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,,browsed,862
719,,M,4,35,0.5,ATP,4,remove,41935,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,719
519,,M,4,37,0.5,ATV,4,control,41935,1,3,1,4,1.8,,,,,,,,,,,,,,,1,1,,,519
261,,M,4,41,0,ATP,5,remove,41935,0,,,,,,,,,,,,,,,,,,,1,1,,,863
364,,M,4,43,0,ATV,5,remove,41935,1,4,2,5,3.4,,,,,,,,,,,,,1,browsed entirely ,1,1,,,864
520,,M,4,47,-0.5,ATV,4,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,520
521,,M,4,47,0.5,ATV,4,remove,41934,0,,,,,,,,,,,,,,,,,,,1,1,,browsed resprouting ,521
813,,M,4,51,0,ATP,5,remove,41934,3,,,,,,,,,,,,,,,,,1,browsed ,1,1,,,865
100,,M,4,53,0,ATV,5,control,41934,1,1,1,2,3.1,,,,,,,,,,,,,1,browsed,1,1,,resprouting ,866
522,,M,4,57,-0.5,ATV,4,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,522
810,,M,4,61,0,ATP,5,control,41934,0,,,,,,,,,,,,,,,,,1,browsed ,3,3,left tag,fresh browse,867
453,,M,4,63,0,ATV,5,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,868
725,,M,4,65,0.5,ATP,4,control,41934,1,2,1,3,2.2,,,,,,,,,,,,,,,1,1,,browsed resprouting,725
524,,M,4,67,-0.5,ATV,4,remove,41934,0,,,,,,,,,,,,,,,,,,dead,3,1,freshly browsed,,524
525,,M,4,67,0.5,ATV,4,control,41934,1,2,3,4,1.7,,,,,,,,,,,,,,,1,1,,,525
452,,M,4,71,0,ATP,5,control,41934,1,5,2,7,2.9,,,,,,,,,,,,,,,1,1,,,869
681,,M,4,73,0,ATV,5,remove,41934,3,,,,,,,,,,,,,,,,,1,"browsed, no leaves",1,1,,,870
727,,M,4,75,0.5,ATP,4,control,41934,1,2,2,3,1.9,,,,,,,,,,,,,1,browsed,1,1,,browsed resprouting,727
527,,M,4,77,0.5,ATV,4,remove,41934,1,3,2,7,2.5,,,,,,,,,,,,,1,"browsed, black rust spots",1,1,,,527
723,,M,4,81,0,ATP,5,control,41934,0,,,,,,,,,,,,,,,,,,plant dug up ,0,ERROR,"browsed, left tag",ERROR,871
688,,M,4,83,0,ATV,5,control,41934,0,,,,,,,,,,,,,,,,,,,3,1,browsed,,872
728,,M,4,84,-0.5,ATP,4,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,728
528,,M,4,87,-0.5,ATV,4,control,41934,1,5,5,8,2.6,,,,,,,,,,,,,,,1,1,,healthy! ,528
529,,M,4,87,0.5,ATV,4,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,529
792,,M,4,91,0,ATP,5,control,41934,1,1,1,2,1.1,,,,,,,,,,,,,,,1,1,,,873
690,,M,4,93,0,ATV,5,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,"browsed, left tag",ERROR,874
730,,M,4,95,-0.5,ATP,4,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,730
731,,M,4,95,0.5,ATP,4,remove,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,731
530,,M,4,97,-0.5,ATV,4,control,41934,0,,,,,,,,,,,,,,,,,,,0,ERROR,left tag,ERROR,530
449,,M,3,69.8,-1,ATV,2,control,41938,1,9,7,8,,1,,,,,,,,,,,,,New replacement Fall 2014,,,,,1118
